,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
382,22100192,1610612759,Spurs,SAS,San Antonio,240:00,40.0,90.0,0.444,16.0,36.0,0.444,10.0,15.0,0.667,11.0,32.0,43.0,28.0,9.0,2.0,15.0,17.0,106.0,-8.0
383,22100192,1610612747,Lakers,LAL,Los Angeles,240:00,43.0,83.0,0.518,15.0,31.0,0.484,13.0,17.0,0.765,9.0,37.0,46.0,28.0,6.0,5.0,14.0,16.0,114.0,8.0
384,22100193,1610612749,Bucks,MIL,Milwaukee,240:00,38.0,84.0,0.452,14.0,41.0,0.341,10.0,16.0,0.625,4.0,26.0,30.0,24.0,8.0,3.0,11.0,17.0,100.0,-20.0
385,22100193,1610612737,Hawks,ATL,Atlanta,240:00,47.0,97.0,0.485,15.0,35.0,0.429,11.0,13.0,0.846,15.0,36.0,51.0,21.0,6.0,1.0,12.0,19.0,120.0,20.0
386,22100194,1610612744,Warriors,GSW,Golden State,240:00,38.0,90.0,0.42200000000000004,9.0,39.0,0.231,17.0,25.0,0.68,11.0,38.0,49.0,31.0,8.0,7.0,15.0,17.0,102.0,-4.0
387,22100194,1610612766,Hornets,CHA,Charlotte,240:00,42.0,88.0,0.47700000000000004,14.0,36.0,0.389,8.0,12.0,0.667,4.0,35.0,39.0,23.0,10.0,2.0,11.0,21.0,106.0,4.0
388,22100195,1610612756,Suns,PHX,Phoenix,240:00,42.0,97.0,0.433,14.0,40.0,0.35,17.0,20.0,0.85,12.0,40.0,52.0,19.0,16.0,7.0,10.0,19.0,115.0,26.0
389,22100195,1610612745,Rockets,HOU,Houston,240:00,35.0,85.0,0.41200000000000003,7.0,32.0,0.21899999999999997,12.0,18.0,0.667,9.0,39.0,48.0,19.0,7.0,5.0,23.0,19.0,89.0,-26.0
390,22100196,1610612760,Thunder,OKC,Oklahoma City,240:00,36.0,90.0,0.4,14.0,45.0,0.311,10.0,11.0,0.909,10.0,34.0,44.0,20.0,9.0,2.0,14.0,22.0,96.0,-24.0
391,22100196,1610612751,Nets,BKN,Brooklyn,240:00,41.0,82.0,0.5,18.0,43.0,0.419,20.0,21.0,0.9520000000000001,7.0,37.0,44.0,31.0,8.0,3.0,13.0,15.0,120.0,24.0
392,22100197,1610612757,Trail Blazers,POR,Portland,240:00,35.0,80.0,0.43799999999999994,13.0,39.0,0.33299999999999996,12.0,13.0,0.9229999999999999,8.0,28.0,36.0,22.0,8.0,4.0,12.0,15.0,95.0,-29.0
393,22100197,1610612743,Nuggets,DEN,Denver,240:00,47.0,90.0,0.522,19.0,40.0,0.475,11.0,14.0,0.7859999999999999,14.0,35.0,49.0,29.0,9.0,1.0,9.0,14.0,124.0,29.0
394,22100198,1610612746,Clippers,LAC,LA,240:00,29.0,81.0,0.358,11.0,34.0,0.324,21.0,21.0,1.0,9.0,35.0,44.0,16.0,7.0,8.0,19.0,15.0,90.0,-10.0
395,22100198,1610612741,Bulls,CHI,Chicago,240:00,38.0,86.0,0.442,11.0,29.0,0.379,13.0,14.0,0.929,7.0,38.0,45.0,19.0,9.0,4.0,15.0,20.0,100.0,10.0
396,22100199,1610612739,Cavaliers,CLE,Cleveland,240:00,32.0,83.0,0.386,16.0,40.0,0.4,12.0,16.0,0.75,7.0,35.0,42.0,18.0,6.0,3.0,13.0,18.0,92.0,-6.0
397,22100199,1610612738,Celtics,BOS,Boston,240:00,36.0,78.0,0.462,10.0,29.0,0.345,16.0,20.0,0.8,6.0,40.0,46.0,23.0,7.0,6.0,14.0,16.0,98.0,6.0
398,22100200,1610612758,Kings,SAC,Sacramento,240:00,52.0,98.0,0.531,16.0,33.0,0.485,9.0,11.0,0.818,11.0,36.0,47.0,32.0,11.0,5.0,13.0,17.0,129.0,22.0
399,22100200,1610612765,Pistons,DET,Detroit,240:00,39.0,96.0,0.406,13.0,47.0,0.277,16.0,17.0,0.941,16.0,31.0,47.0,23.0,7.0,2.0,17.0,10.0,107.0,-22.0
400,22100201,1610612764,Wizards,WAS,Washington,240:00,39.0,84.0,0.464,10.0,28.0,0.35700000000000004,17.0,25.0,0.68,6.0,36.0,42.0,23.0,9.0,4.0,5.0,22.0,105.0,5.0
401,22100201,1610612740,Pelicans,NOP,New Orleans,240:00,30.0,74.0,0.405,11.0,21.0,0.524,29.0,34.0,0.853,7.0,38.0,45.0,20.0,2.0,3.0,12.0,25.0,100.0,-5.0
402,22100202,1610612753,Magic,ORL,Orlando,240:00,43.0,95.0,0.453,16.0,43.0,0.3720000000000001,9.0,14.0,0.643,12.0,29.0,41.0,30.0,8.0,5.0,16.0,27.0,111.0,-18.0
403,22100202,1610612737,Hawks,ATL,Atlanta,240:00,47.0,85.0,0.5529999999999999,14.0,30.0,0.467,21.0,32.0,0.6559999999999999,9.0,37.0,46.0,32.0,10.0,7.0,11.0,17.0,129.0,18.0
404,22100203,1610612752,Knicks,NYK,New York,240:00,37.0,86.0,0.43,11.0,34.0,0.324,7.0,10.0,0.7,8.0,38.0,46.0,22.0,1.0,5.0,10.0,15.0,92.0,8.0
405,22100203,1610612754,Pacers,IND,Indiana,240:00,32.0,86.0,0.3720000000000001,8.0,37.0,0.21600000000000005,12.0,16.0,0.75,9.0,35.0,44.0,16.0,6.0,6.0,7.0,15.0,84.0,-8.0
406,22100204,1610612743,Nuggets,DEN,Denver,240:00,40.0,84.0,0.476,9.0,32.0,0.281,12.0,17.0,0.706,10.0,36.0,46.0,20.0,4.0,5.0,11.0,16.0,101.0,-10.0
407,22100204,1610612742,Mavericks,DAL,Dallas,240:00,45.0,90.0,0.5,14.0,36.0,0.389,7.0,10.0,0.7,10.0,34.0,44.0,30.0,7.0,2.0,8.0,19.0,111.0,10.0
408,22100205,1610612763,Grizzlies,MEM,Memphis,240:00,52.0,96.0,0.542,16.0,41.0,0.39,16.0,20.0,0.8,7.0,42.0,49.0,33.0,14.0,8.0,10.0,21.0,136.0,34.0
409,22100205,1610612745,Rockets,HOU,Houston,240:00,36.0,95.0,0.379,11.0,38.0,0.289,19.0,26.0,0.731,14.0,32.0,46.0,24.0,6.0,5.0,17.0,16.0,102.0,-34.0
410,22100206,1610612756,Suns,PHX,Phoenix,240:00,32.0,85.0,0.376,7.0,31.0,0.226,28.0,36.0,0.778,14.0,38.0,52.0,21.0,8.0,2.0,15.0,23.0,99.0,3.0
411,22100206,1610612750,Timberwolves,MIN,Minnesota,240:00,31.0,85.0,0.365,13.0,44.0,0.295,21.0,27.0,0.778,13.0,41.0,54.0,18.0,8.0,3.0,18.0,28.0,96.0,-3.0
412,22100207,1610612760,Thunder,OKC,Oklahoma City,240:00,34.0,83.0,0.41,15.0,41.0,0.366,7.0,10.0,0.7,9.0,33.0,42.0,26.0,6.0,10.0,20.0,15.0,90.0,-13.0
413,22100207,1610612748,Heat,MIA,Miami,240:00,37.0,82.0,0.451,18.0,40.0,0.45,11.0,13.0,0.846,8.0,37.0,45.0,22.0,11.0,5.0,17.0,13.0,103.0,13.0
414,22100208,1610612761,Raptors,TOR,Toronto,240:00,41.0,89.0,0.461,15.0,33.0,0.455,16.0,18.0,0.889,12.0,27.0,39.0,20.0,7.0,2.0,11.0,17.0,113.0,-5.0
415,22100208,1610612757,Trail Blazers,POR,Portland,240:00,46.0,82.0,0.561,16.0,36.0,0.444,10.0,14.0,0.7140000000000001,7.0,32.0,39.0,25.0,6.0,7.0,12.0,15.0,118.0,5.0
416,22100209,1610612747,Lakers,LAL,Los Angeles,240:00,36.0,79.0,0.456,6.0,32.0,0.188,25.0,31.0,0.8059999999999999,8.0,35.0,43.0,19.0,10.0,5.0,17.0,15.0,103.0,-18.0
417,22100209,1610612741,Bulls,CHI,Chicago,240:00,49.0,89.0,0.551,15.0,34.0,0.441,8.0,11.0,0.727,4.0,32.0,36.0,31.0,9.0,2.0,16.0,21.0,121.0,18.0
418,22100210,1610612744,Warriors,GSW,Golden State,240:00,41.0,79.0,0.519,13.0,40.0,0.325,22.0,28.0,0.7859999999999999,9.0,44.0,53.0,25.0,4.0,8.0,21.0,27.0,117.0,18.0
419,22100210,1610612751,Nets,BKN,Brooklyn,240:00,34.0,88.0,0.386,10.0,36.0,0.278,21.0,27.0,0.778,9.0,29.0,38.0,21.0,12.0,2.0,11.0,23.0,99.0,-18.0
420,22100211,1610612762,Jazz,UTA,Utah,240:00,46.0,89.0,0.517,16.0,38.0,0.42100000000000004,12.0,19.0,0.632,6.0,50.0,56.0,27.0,5.0,8.0,9.0,20.0,120.0,35.0
421,22100211,1610612755,76ers,PHI,Philadelphia,240:00,33.0,90.0,0.3670000000000001,6.0,29.0,0.207,13.0,17.0,0.765,6.0,36.0,42.0,19.0,5.0,5.0,8.0,16.0,85.0,-35.0
422,22100212,1610612759,Spurs,SAS,San Antonio,240:00,41.0,95.0,0.4320000000000001,5.0,22.0,0.22699999999999998,5.0,7.0,0.7140000000000001,6.0,34.0,40.0,26.0,11.0,3.0,16.0,17.0,92.0,-14.0
423,22100212,1610612746,Clippers,LAC,LA,240:00,37.0,84.0,0.44,12.0,38.0,0.316,20.0,22.0,0.909,6.0,46.0,52.0,16.0,9.0,3.0,21.0,13.0,106.0,14.0
424,22100213,1610612764,Wizards,WAS,Washington,240:00,33.0,90.0,0.3670000000000001,8.0,42.0,0.19,13.0,16.0,0.813,11.0,37.0,48.0,23.0,7.0,5.0,10.0,12.0,87.0,-10.0
425,22100213,1610612766,Hornets,CHA,Charlotte,240:00,42.0,96.0,0.438,10.0,32.0,0.313,3.0,6.0,0.5,16.0,43.0,59.0,30.0,6.0,8.0,11.0,16.0,97.0,10.0
426,22100214,1610612754,Pacers,IND,Indiana,240:00,33.0,79.0,0.418,9.0,37.0,0.243,14.0,19.0,0.737,7.0,36.0,43.0,14.0,5.0,5.0,18.0,22.0,89.0,-8.0
427,22100214,1610612765,Pistons,DET,Detroit,240:00,34.0,80.0,0.425,8.0,28.0,0.28600000000000003,21.0,28.0,0.75,8.0,34.0,42.0,16.0,13.0,5.0,12.0,20.0,97.0,8.0
428,22100215,1610612738,Celtics,BOS,Boston,240:00,37.0,84.0,0.44,11.0,41.0,0.268,14.0,17.0,0.8240000000000001,12.0,30.0,42.0,24.0,9.0,2.0,14.0,17.0,99.0,-11.0
429,22100215,1610612737,Hawks,ATL,Atlanta,240:00,41.0,81.0,0.506,13.0,37.0,0.35100000000000003,15.0,18.0,0.833,6.0,34.0,40.0,28.0,9.0,4.0,11.0,17.0,110.0,11.0
430,22100216,1610612739,Cavaliers,CLE,Cleveland,240:00,35.0,89.0,0.393,11.0,44.0,0.25,18.0,21.0,0.857,12.0,38.0,50.0,20.0,9.0,1.0,13.0,17.0,99.0,-10.0
431,22100216,1610612751,Nets,BKN,Brooklyn,240:00,38.0,83.0,0.458,12.0,32.0,0.375,21.0,25.0,0.84,8.0,39.0,47.0,29.0,7.0,3.0,11.0,20.0,109.0,10.0
432,22100217,1610612740,Pelicans,NOP,New Orleans,240:00,33.0,75.0,0.44,10.0,35.0,0.28600000000000003,22.0,28.0,0.7859999999999999,10.0,28.0,38.0,18.0,6.0,3.0,16.0,21.0,98.0,-15.0
433,22100217,1610612748,Heat,MIA,Miami,240:00,42.0,87.0,0.483,15.0,40.0,0.375,14.0,17.0,0.8240000000000001,10.0,29.0,39.0,29.0,6.0,2.0,10.0,25.0,113.0,15.0
434,22100218,1610612753,Magic,ORL,Orlando,240:00,39.0,96.0,0.406,11.0,38.0,0.289,15.0,18.0,0.833,14.0,37.0,51.0,20.0,7.0,3.0,12.0,19.0,104.0,6.0
435,22100218,1610612752,Knicks,NYK,New York,240:00,37.0,88.0,0.42,16.0,49.0,0.327,8.0,12.0,0.667,11.0,34.0,45.0,25.0,5.0,7.0,18.0,20.0,98.0,-6.0
436,22100219,1610612749,Bucks,MIL,Milwaukee,240:00,40.0,87.0,0.46,12.0,37.0,0.324,17.0,24.0,0.708,9.0,43.0,52.0,22.0,9.0,4.0,15.0,10.0,109.0,7.0
437,22100219,1610612747,Lakers,LAL,Los Angeles,240:00,40.0,96.0,0.417,12.0,43.0,0.279,10.0,12.0,0.833,11.0,37.0,48.0,24.0,8.0,4.0,13.0,19.0,102.0,-7.0
438,22100220,1610612758,Kings,SAC,Sacramento,240:00,34.0,93.0,0.366,10.0,38.0,0.263,19.0,25.0,0.76,20.0,27.0,47.0,19.0,7.0,3.0,16.0,22.0,97.0,-10.0
439,22100220,1610612750,Timberwolves,MIN,Minnesota,240:00,41.0,82.0,0.5,10.0,36.0,0.278,15.0,18.0,0.833,10.0,25.0,35.0,20.0,8.0,10.0,17.0,24.0,107.0,10.0
440,22100221,1610612760,Thunder,OKC,Oklahoma City,240:00,41.0,92.0,0.446,10.0,39.0,0.256,9.0,16.0,0.563,9.0,47.0,56.0,18.0,10.0,6.0,10.0,19.0,101.0,12.0
441,22100221,1610612745,Rockets,HOU,Houston,240:00,32.0,90.0,0.35600000000000004,12.0,42.0,0.28600000000000003,13.0,19.0,0.684,9.0,37.0,46.0,16.0,6.0,4.0,14.0,14.0,89.0,-12.0
442,22100222,1610612756,Suns,PHX,Phoenix,240:00,41.0,93.0,0.441,13.0,39.0,0.333,10.0,14.0,0.7140000000000001,8.0,41.0,49.0,27.0,6.0,7.0,7.0,9.0,105.0,7.0
443,22100222,1610612742,Mavericks,DAL,Dallas,240:00,38.0,92.0,0.413,16.0,32.0,0.5,6.0,6.0,1.0,9.0,41.0,50.0,28.0,5.0,2.0,10.0,14.0,98.0,-7.0
444,22100223,1610612757,Trail Blazers,POR,Portland,240:00,37.0,84.0,0.44,11.0,31.0,0.355,27.0,28.0,0.964,12.0,32.0,44.0,26.0,10.0,5.0,16.0,19.0,112.0,5.0
445,22100223,1610612741,Bulls,CHI,Chicago,240:00,39.0,83.0,0.47,13.0,29.0,0.448,16.0,20.0,0.8,10.0,26.0,36.0,23.0,7.0,9.0,15.0,23.0,107.0,-5.0
446,22100224,1610612744,Warriors,GSW,Golden State,240:00,41.0,83.0,0.494,15.0,43.0,0.349,7.0,8.0,0.875,5.0,29.0,34.0,36.0,12.0,2.0,11.0,17.0,104.0,15.0
447,22100224,1610612739,Cavaliers,CLE,Cleveland,240:00,34.0,80.0,0.425,12.0,39.0,0.308,9.0,16.0,0.563,13.0,29.0,42.0,22.0,6.0,3.0,17.0,11.0,89.0,-15.0
448,22100225,1610612764,Wizards,WAS,Washington,240:00,38.0,77.0,0.494,15.0,36.0,0.41700000000000004,6.0,10.0,0.6,5.0,32.0,37.0,25.0,4.0,3.0,17.0,19.0,97.0,-15.0
449,22100225,1610612748,Heat,MIA,Miami,240:00,41.0,82.0,0.5,10.0,26.0,0.385,20.0,24.0,0.833,7.0,34.0,41.0,27.0,10.0,1.0,6.0,13.0,112.0,15.0
450,22100226,1610612763,Grizzlies,MEM,Memphis,240:00,52.0,96.0,0.542,11.0,26.0,0.423,5.0,6.0,0.833,12.0,35.0,47.0,28.0,8.0,7.0,11.0,17.0,120.0,12.0
451,22100226,1610612746,Clippers,LAC,LA,240:00,42.0,90.0,0.467,16.0,39.0,0.41,8.0,8.0,1.0,7.0,27.0,34.0,24.0,6.0,6.0,13.0,15.0,108.0,-12.0
452,22100227,1610612759,Spurs,SAS,San Antonio,240:00,35.0,84.0,0.41700000000000004,6.0,32.0,0.188,14.0,19.0,0.737,11.0,31.0,42.0,26.0,7.0,6.0,12.0,12.0,90.0,-25.0
453,22100227,1610612750,Timberwolves,MIN,Minnesota,240:00,41.0,86.0,0.47700000000000004,21.0,49.0,0.429,12.0,15.0,0.8,12.0,35.0,47.0,30.0,5.0,9.0,12.0,17.0,115.0,25.0
454,22100228,1610612755,76ers,PHI,Philadelphia,240:00,43.0,85.0,0.506,11.0,29.0,0.379,6.0,12.0,0.5,6.0,39.0,45.0,22.0,5.0,7.0,9.0,18.0,103.0,14.0
455,22100228,1610612743,Nuggets,DEN,Denver,240:00,32.0,89.0,0.36,12.0,36.0,0.33299999999999996,13.0,16.0,0.813,10.0,36.0,46.0,22.0,6.0,4.0,10.0,14.0,89.0,-14.0
456,22100229,1610612762,Jazz,UTA,Utah,240:00,44.0,80.0,0.55,19.0,46.0,0.413,12.0,13.0,0.9229999999999999,10.0,36.0,46.0,34.0,8.0,9.0,23.0,18.0,119.0,16.0
457,22100229,1610612761,Raptors,TOR,Toronto,240:00,39.0,94.0,0.415,10.0,38.0,0.263,15.0,17.0,0.882,14.0,21.0,35.0,24.0,10.0,3.0,12.0,13.0,103.0,-16.0
458,22100230,1610612754,Pacers,IND,Indiana,240:00,41.0,88.0,0.466,11.0,36.0,0.306,25.0,32.0,0.7809999999999999,8.0,30.0,38.0,19.0,10.0,6.0,10.0,24.0,118.0,-3.0
459,22100230,1610612766,Hornets,CHA,Charlotte,240:00,44.0,81.0,0.5429999999999999,12.0,31.0,0.387,21.0,28.0,0.75,6.0,39.0,45.0,28.0,8.0,7.0,17.0,26.0,121.0,3.0
460,22100231,1610612744,Warriors,GSW,Golden State,240:00,38.0,80.0,0.475,12.0,30.0,0.4,17.0,21.0,0.81,14.0,34.0,48.0,22.0,8.0,4.0,18.0,23.0,105.0,3.0
461,22100231,1610612765,Pistons,DET,Detroit,240:00,32.0,80.0,0.4,14.0,42.0,0.333,24.0,30.0,0.8,11.0,24.0,35.0,21.0,11.0,7.0,12.0,22.0,102.0,-3.0
462,22100232,1610612747,Lakers,LAL,Los Angeles,240:00,39.0,84.0,0.464,12.0,30.0,0.4,18.0,24.0,0.75,7.0,26.0,33.0,20.0,5.0,6.0,12.0,29.0,108.0,-22.0
463,22100232,1610612738,Celtics,BOS,Boston,240:00,44.0,88.0,0.5,11.0,30.0,0.3670000000000001,31.0,38.0,0.816,12.0,39.0,51.0,22.0,7.0,2.0,12.0,20.0,130.0,22.0
464,22100233,1610612753,Magic,ORL,Orlando,240:00,40.0,89.0,0.449,14.0,38.0,0.368,19.0,25.0,0.76,11.0,34.0,45.0,26.0,7.0,6.0,13.0,25.0,113.0,-2.0
465,22100233,1610612751,Nets,BKN,Brooklyn,240:00,41.0,91.0,0.451,10.0,33.0,0.303,23.0,25.0,0.92,14.0,29.0,43.0,19.0,6.0,13.0,11.0,19.0,115.0,2.0
466,22100234,1610612760,Thunder,OKC,Oklahoma City,240:00,32.0,91.0,0.35200000000000004,12.0,48.0,0.25,13.0,21.0,0.619,11.0,42.0,53.0,17.0,5.0,4.0,11.0,22.0,89.0,-7.0
467,22100234,1610612749,Bucks,MIL,Milwaukee,240:00,31.0,83.0,0.373,12.0,41.0,0.293,22.0,26.0,0.846,6.0,47.0,53.0,21.0,8.0,5.0,11.0,18.0,96.0,7.0
468,22100235,1610612740,Pelicans,NOP,New Orleans,240:00,38.0,87.0,0.4370000000000001,13.0,30.0,0.433,5.0,8.0,0.625,12.0,43.0,55.0,19.0,9.0,1.0,13.0,12.0,94.0,13.0
469,22100235,1610612746,Clippers,LAC,LA,240:00,34.0,90.0,0.378,9.0,37.0,0.243,4.0,5.0,0.8,8.0,35.0,43.0,22.0,7.0,4.0,11.0,12.0,81.0,-13.0
470,22100236,1610612743,Nuggets,DEN,Denver,240:00,39.0,82.0,0.476,14.0,37.0,0.378,16.0,20.0,0.8,7.0,31.0,38.0,24.0,5.0,5.0,11.0,22.0,108.0,-6.0
471,22100236,1610612741,Bulls,CHI,Chicago,240:00,41.0,93.0,0.441,8.0,31.0,0.258,24.0,24.0,1.0,17.0,33.0,50.0,19.0,7.0,3.0,11.0,20.0,114.0,6.0
472,22100237,1610612756,Suns,PHX,Phoenix,240:00,44.0,85.0,0.518,14.0,29.0,0.483,10.0,14.0,0.7140000000000001,10.0,43.0,53.0,28.0,7.0,4.0,17.0,22.0,112.0,8.0
473,22100237,1610612742,Mavericks,DAL,Dallas,240:00,37.0,90.0,0.411,12.0,40.0,0.3,18.0,23.0,0.7829999999999999,10.0,30.0,40.0,25.0,15.0,1.0,10.0,17.0,104.0,-8.0
474,22100238,1610612761,Raptors,TOR,Toronto,240:00,38.0,83.0,0.458,12.0,31.0,0.387,20.0,24.0,0.833,13.0,40.0,53.0,20.0,9.0,9.0,15.0,24.0,108.0,19.0
475,22100238,1610612758,Kings,SAC,Sacramento,240:00,32.0,84.0,0.381,9.0,37.0,0.243,16.0,25.0,0.64,11.0,28.0,39.0,15.0,9.0,3.0,13.0,18.0,89.0,-19.0
476,22100239,1610612752,Knicks,NYK,New York,240:00,33.0,78.0,0.423,18.0,41.0,0.439,22.0,26.0,0.846,4.0,33.0,37.0,25.0,12.0,8.0,12.0,23.0,106.0,7.0
477,22100239,1610612745,Rockets,HOU,Houston,240:00,38.0,84.0,0.452,10.0,39.0,0.256,13.0,22.0,0.591,13.0,35.0,48.0,21.0,5.0,8.0,22.0,21.0,99.0,-7.0
478,22100240,1610612740,Pelicans,NOP,New Orleans,240:00,35.0,88.0,0.39799999999999996,6.0,18.0,0.33299999999999996,18.0,19.0,0.9470000000000001,11.0,41.0,52.0,17.0,7.0,5.0,16.0,14.0,94.0,-17.0
479,22100240,1610612754,Pacers,IND,Indiana,240:00,42.0,91.0,0.462,14.0,38.0,0.368,13.0,18.0,0.722,8.0,38.0,46.0,28.0,11.0,9.0,10.0,16.0,111.0,17.0
480,22100241,1610612764,Wizards,WAS,Washington,240:00,36.0,74.0,0.486,11.0,30.0,0.3670000000000001,20.0,23.0,0.87,9.0,26.0,35.0,22.0,6.0,2.0,19.0,19.0,103.0,3.0
481,22100241,1610612748,Heat,MIA,Miami,240:00,38.0,81.0,0.469,7.0,27.0,0.259,17.0,20.0,0.85,10.0,27.0,37.0,21.0,7.0,3.0,12.0,26.0,100.0,-3.0
482,22100242,1610612766,Hornets,CHA,Charlotte,240:00,43.0,102.0,0.42200000000000004,10.0,40.0,0.25,9.0,15.0,0.6,21.0,31.0,52.0,26.0,6.0,2.0,11.0,22.0,105.0,-10.0
483,22100242,1610612737,Hawks,ATL,Atlanta,240:00,43.0,82.0,0.524,12.0,34.0,0.353,17.0,21.0,0.81,8.0,37.0,45.0,24.0,7.0,6.0,12.0,22.0,115.0,10.0
484,22100243,1610612760,Thunder,OKC,Oklahoma City,240:00,39.0,96.0,0.406,18.0,42.0,0.429,9.0,16.0,0.563,15.0,39.0,54.0,23.0,5.0,0.0,9.0,15.0,105.0,-6.0
485,22100243,1610612738,Celtics,BOS,Boston,240:00,41.0,88.0,0.466,17.0,39.0,0.436,12.0,14.0,0.857,8.0,40.0,48.0,28.0,4.0,7.0,7.0,11.0,111.0,6.0
486,22100244,1610612753,Magic,ORL,Orlando,240:00,39.0,98.0,0.39799999999999996,19.0,51.0,0.373,11.0,14.0,0.7859999999999999,6.0,33.0,39.0,26.0,5.0,3.0,10.0,24.0,108.0,-9.0
487,22100244,1610612749,Bucks,MIL,Milwaukee,240:00,37.0,82.0,0.451,19.0,40.0,0.475,24.0,37.0,0.649,11.0,49.0,60.0,25.0,6.0,5.0,14.0,18.0,117.0,9.0
488,22100245,1610612750,Timberwolves,MIN,Minnesota,240:00,49.0,91.0,0.5379999999999999,20.0,41.0,0.488,20.0,28.0,0.7140000000000001,18.0,32.0,50.0,28.0,12.0,6.0,13.0,26.0,138.0,43.0
489,22100245,1610612763,Grizzlies,MEM,Memphis,240:00,29.0,83.0,0.349,9.0,32.0,0.281,28.0,35.0,0.8,10.0,23.0,33.0,21.0,7.0,5.0,14.0,24.0,95.0,-43.0
490,22100246,1610612757,Trail Blazers,POR,Portland,240:00,40.0,80.0,0.5,15.0,34.0,0.441,23.0,23.0,1.0,5.0,33.0,38.0,23.0,6.0,7.0,12.0,21.0,118.0,7.0
491,22100246,1610612755,76ers,PHI,Philadelphia,240:00,41.0,81.0,0.506,10.0,28.0,0.35700000000000004,19.0,21.0,0.905,3.0,29.0,32.0,24.0,7.0,4.0,11.0,24.0,111.0,-7.0
492,22100247,1610612762,Jazz,UTA,Utah,240:00,46.0,91.0,0.505,17.0,39.0,0.436,14.0,17.0,0.8240000000000001,14.0,38.0,52.0,20.0,5.0,2.0,11.0,16.0,123.0,18.0
493,22100247,1610612758,Kings,SAC,Sacramento,240:00,41.0,91.0,0.451,10.0,31.0,0.32299999999999995,13.0,21.0,0.619,8.0,27.0,35.0,20.0,8.0,5.0,8.0,14.0,105.0,-18.0
494,22100248,1610612746,Clippers,LAC,LA,240:00,36.0,75.0,0.48,12.0,29.0,0.414,13.0,18.0,0.722,8.0,34.0,42.0,18.0,5.0,2.0,14.0,15.0,97.0,6.0
495,22100248,1610612742,Mavericks,DAL,Dallas,240:00,34.0,83.0,0.41,6.0,30.0,0.2,17.0,18.0,0.944,8.0,31.0,39.0,21.0,6.0,5.0,10.0,21.0,91.0,-6.0
496,22100249,1610612747,Lakers,LAL,Los Angeles,240:00,45.0,92.0,0.489,10.0,31.0,0.32299999999999995,21.0,27.0,0.778,12.0,39.0,51.0,29.0,7.0,8.0,13.0,21.0,121.0,5.0
497,22100249,1610612765,Pistons,DET,Detroit,240:00,43.0,97.0,0.443,14.0,40.0,0.35,15.0,19.0,0.789,8.0,31.0,39.0,27.0,7.0,6.0,11.0,24.0,115.0,-5.0
498,22100250,1610612752,Knicks,NYK,New York,240:00,35.0,84.0,0.417,7.0,27.0,0.259,26.0,31.0,0.8390000000000001,12.0,32.0,44.0,16.0,4.0,11.0,13.0,25.0,103.0,-6.0
499,22100250,1610612741,Bulls,CHI,Chicago,240:00,37.0,88.0,0.42,11.0,29.0,0.379,24.0,27.0,0.889,11.0,33.0,44.0,21.0,5.0,1.0,9.0,26.0,109.0,6.0
500,22100251,1610612756,Suns,PHX,Phoenix,240:00,46.0,87.0,0.529,11.0,36.0,0.306,23.0,26.0,0.885,10.0,41.0,51.0,34.0,7.0,3.0,11.0,20.0,126.0,29.0
501,22100251,1610612743,Nuggets,DEN,Denver,240:00,33.0,90.0,0.3670000000000001,11.0,38.0,0.289,20.0,28.0,0.7140000000000001,12.0,30.0,42.0,20.0,5.0,1.0,10.0,22.0,97.0,-29.0
502,22100252,1610612761,Raptors,TOR,Toronto,240:00,39.0,99.0,0.394,15.0,37.0,0.405,11.0,20.0,0.55,18.0,29.0,47.0,25.0,7.0,4.0,10.0,21.0,104.0,-15.0
503,22100252,1610612744,Warriors,GSW,Golden State,240:00,39.0,79.0,0.494,22.0,45.0,0.489,19.0,24.0,0.792,8.0,39.0,47.0,31.0,5.0,7.0,16.0,18.0,119.0,15.0
504,22100253,1610612739,Cavaliers,CLE,Cleveland,240:00,36.0,93.0,0.387,14.0,44.0,0.318,26.0,29.0,0.897,14.0,39.0,53.0,24.0,6.0,5.0,12.0,16.0,112.0,-5.0
505,22100253,1610612751,Nets,BKN,Brooklyn,240:00,45.0,95.0,0.474,11.0,35.0,0.314,16.0,18.0,0.889,8.0,34.0,42.0,32.0,6.0,6.0,9.0,23.0,117.0,5.0
506,22100254,1610612764,Wizards,WAS,Washington,240:00,36.0,93.0,0.387,9.0,36.0,0.25,22.0,27.0,0.815,20.0,45.0,65.0,23.0,6.0,6.0,18.0,20.0,103.0,-6.0
507,22100254,1610612766,Hornets,CHA,Charlotte,240:00,40.0,91.0,0.44,15.0,31.0,0.484,14.0,24.0,0.583,6.0,30.0,36.0,21.0,11.0,4.0,10.0,22.0,109.0,6.0
508,22100255,1610612760,Thunder,OKC,Oklahoma City,240:00,39.0,97.0,0.402,10.0,38.0,0.263,13.0,14.0,0.929,16.0,34.0,50.0,24.0,5.0,5.0,8.0,15.0,101.0,-12.0
